"ID","XCOO","YCOO","ELEV","COUN","ASP","LOWDB","LITO","GENLAN","Ag","Al","Al_XRF","Al2O3","As","Au","B","Ba","Be","Bi","Br_IC","Ca","Ca_XRF","CaO","Cd","Cl_IC","Co","Cr","Cu","EC","F_IC","Fe","Fe_XRF","Fe2O3","Hg","K","K_XRF","K2O","La","Li","LOI","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Na","Na_XRF","Na2O","Ni","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","S","Sb","Sc","Se","Si","Si_XRF","SiO2","SO4_IC","Sr","Te","Th","Ti","Ti_XRF","TiO2","V","Y","Zn"
56,701379,7640000,140,"RUS","SW",19,22,"SLOPE",0.038,16600,66900,14.33,1.04,0.83,1.5,83.5,0.36,0.063,0.001,1550,26000,3.65,0.021,0.007753,11,71.4,29.5,1.1,0.0005,38700,66300,9.48,0.03,2070,11700,1.42,10.1,11.8,6.75,6760,20000,3.32,119,690,0.09,1.4,250,19500,2.63,37.4,0.0005,657,690,0.16,4.57,0.614,5.6,0.002,1.96,142,0.025,3.7,0.133,134,267300,57.2,23.731,8.5,0.03,9,2260,6530,1.09,92.5,3,44.4
57,615100,7690000,110,"RUS","FLAT",18,52,"RIDGE",0.013,9420,62700,13.43,0.79,2.25,1.5,38.4,0.11,0.043,0.001,1040,21500,3.01,0.014,0.007729,4.9,24.1,9.5,1.03,0.0005,21900,50600,7.24,0.03,980,9200,1.12,6.7,3.8,6.55,3840,13500,2.24,105,690,0.09,0.5,110,19300,2.61,11.2,0.0005,292,340,0.08,2.47,0.506,4.9,0.002,2.074,128,0.005,2.2,0.099,127,297700,63.71,15.872,5,0.02,5,1410,4850,0.81,68.6,1.7,21.7
58,627200,7820000,180,"NOR","E",25,9,"LOWMO",0.015,21600,56700,12.14,7.06,2.08,4,24,0.7,0.225,0.001,270,900,0.14,0.055,0.00576,11.2,24.6,20.5,1.09,0.001282,49100,50400,7.22,0.03,1470,27800,3.35,22.3,31.5,8.24,13700,17300,2.88,256,230,0.03,0.9,40,3800,0.52,26.9,0.001586,397,390,0.09,8.3,0.838,5.2,0.002,1.55,118,0.263,3.4,0.188,149,299100,64.01,18.884,3.5,0.019,12,77.8,4310,0.72,29,6,70.5
62,793978,7660000,180,"RUS","FLAT",13,4,"RIDGE",0.006,19000,70100,15.01,0.33,0.692,1.5,7,0.18,0.023,0.001,1020,23700,3.33,0.009,0.006446,3,40.3,4.4,0.68,0.0005,24900,36600,5.24,0.03,290,9400,1.14,9.2,4.1,8.63,1680,7800,1.3,49.4,380,0.05,0.3,140,25200,3.41,8.5,0.003517,383,390,0.09,1.58,0.614,5.2,0.002,2.405,245,0.005,2.7,0.27,196,283300,60.63,11.849,5,0.006,7,757,2690,0.45,51.5,2.8,8.5
63,612200,7550000,160,"RUS","FLAT",17,1,"PLAIN",0.017,29600,73700,15.78,0.75,0.561,1.5,64.7,0.34,0.029,0.001,1150,24800,3.47,0.027,0.006279,8.6,53.7,15.3,0.66,0.0005,27500,36000,5.16,0.03,2200,7700,0.93,8.7,17.3,6.62,5960,10900,1.81,135,380,0.05,0.1,80,25800,3.49,29.3,0.0005,1000,820,0.19,4.31,0.661,5.5,0.002,0.914,313,0.018,2.1,0.081,227,289900,62.04,14.636,7.3,0.008,6,1310,2750,0.46,47.1,1.7,49.3
64,553150,7750000,280,"NOR","FLAT",17,51,"PLAIN",0.006,11200,63600,13.62,0.37,0.695,1.5,19.8,0.15,0.021,0.001,2200,27000,3.79,0.024,0.001,3.6,18,6.4,0.62,0.0005,11800,40900,5.86,0.03,490,10600,1.28,13.4,3.9,4.93,2410,12600,2.09,87,610,0.08,0.1,190,21200,2.87,6.2,0.001079,505,520,0.12,1.3,0.307,6.4,0.002,1.87,108,0.005,2.3,0.129,132,298200,63.8,4.723,6.7,0.0015,4,619,4250,0.71,21,4.5,16.3
65,565873,7640000,165,"FIN","N",20,32,"PLAIN",0.011,27400,73100,15.66,0.55,1.224,1.5,60.5,0.28,0.021,0.001,720,12000,1.68,0.016,0.004209,5.6,37.7,13.1,0.77,0.0005,29300,50900,7.29,0.03,1030,14100,1.7,12.9,6,8.29,3720,11600,1.94,66.2,460,0.06,0.5,120,12400,1.68,18.4,0.002364,340,390,0.09,2.43,0.6,5.6,0.002,2.15,173,0.005,3.1,0.144,241,283800,60.72,11.965,4.6,0.014,8,892,3590,0.6,50.2,3.4,28.2
66,694049,7400000,60,"RUS","FLAT",10,1,"FLAT",0.089,37300,72700,15.56,8.04,0.672,1.5,89.5,0.56,0.118,0.001,3210,17300,2.43,0.039,0.00438,12.5,116,16.2,1.07,0.0005,54700,61500,8.8,0.03,2560,17200,2.08,9.5,33.6,12.06,12600,20800,3.46,216,460,0.06,2.4,350,17900,2.42,42.3,0.001111,649,690,0.16,7.3,0.1,5.3,0.002,1.21,176,0.061,6.2,0.152,177,247200,52.89,12.08,13.8,0.028,10,2160,4730,0.79,104,3.2,84.9
67,684311,7620000,110,"RUS","FLAT",12,22,"PLAIN",0.014,16100,68200,14.61,0.52,0.7,1.5,19.1,0.23,0.017,0.001,1060,25600,3.59,0.019,0.003777,4.2,44.2,5.5,0.61,0.0005,18400,44500,6.37,0.03,270,9000,1.09,6.1,4.8,4.86,1930,14200,2.36,72,610,0.08,0.1,150,22000,2.97,12.5,0.0005,576,560,0.13,1.85,0.72,5.4,0.002,1.096,203,0.005,2.5,0.071,252,295200,63.17,20.352,4.3,0.004,5,906,4010,0.67,41.2,2.7,15.6
68,568222,7560000,450,"FIN","W",19,31,"RIDGE",0.015,15100,80300,17.2,0.93,1.448,1.5,28.2,0.12,0.025,0.001,160,4800,0.68,0.022,0.004902,3.7,18.7,27.6,0.79,0.0005,18300,59500,8.52,0.03,640,23400,2.82,14.8,2.8,4.99,1790,15400,2.56,42,460,0.06,0.7,30,6300,0.85,19.2,0.001118,164,260,0.06,3.74,0.502,5.3,0.002,1.934,168,0.015,2.2,0.253,300,290900,62.25,20.188,2,0.038,8,354,4610,0.77,22,2.6,32.2
69,784063,7540000,510,"RUS","NE",13,82,"HIMO",0.032,82000,83500,17.88,1.94,0.591,1.5,211,2.17,0.039,0.001,1850,11200,1.57,0.058,0.007061,6.9,29.7,24.2,0.72,0.0005,16000,31900,4.57,0.08,1680,19100,2.31,44.1,7.6,35.7,6100,8800,1.46,216,850,0.11,0.8,1390,14800,2,34.7,0.003076,853,1040,0.24,5.28,2.281,5.3,0.002,2.153,606,0.027,1.4,1.16,192,150000,32.1,10.689,214,0.012,11,1410,5450,0.91,29.5,10.1,83.2
70,573370,7460000,220,"FIN","FLAT",22,1,"PLAIN",0.035,31000,71600,15.33,6.06,0.641,1.5,53.1,0.5,0.156,0.001,1120,17800,2.5,0.016,0.003408,11,78.8,12.2,0.67,0.0005,25000,32100,4.59,0.03,1470,11600,1.4,13.7,19.9,8.04,5830,10600,1.77,134,380,0.05,0.5,120,23200,3.14,34.9,0.001959,693,650,0.15,4.01,1.017,5.3,0.002,1.314,172,0.02,4.6,0.186,179,291000,62.28,8.911,5.6,0.007,7,1030,2870,0.48,53.9,3.7,33.2
72,666137,7730000,20,"RUS","NW",23,21,"SLOPE",0.024,25500,66400,14.21,3.5,0.541,1.5,46.6,0.41,0.055,0.001,3030,19400,2.72,0.025,0.008587,7.1,57.2,15.8,1.07,0.0005,29700,38000,5.44,0.03,1990,15100,1.83,17.6,14.4,13.99,7250,11700,1.95,153,460,0.06,0.8,210,21500,2.91,23.5,0.0005,643,690,0.16,8.4,1.444,5.1,0.002,2.719,289,0.012,5.1,0.447,154,259900,55.61,19.887,13.4,0.004,9,1470,3350,0.56,52.6,5.6,33.9
73,717990,7610000,240,"RUS","SW",28,20,"RIDGE",0.08,29800,68700,14.7,0.7,0.324,1.5,49.8,0.28,0.027,0.001,1490,23700,3.32,0.03,0.00906,6.7,59.4,13.9,1.29,0.0005,31400,42200,6.04,0.14,1230,7300,0.89,6.2,9.2,13.17,4010,12200,2.03,102,460,0.06,0.2,160,21800,2.95,26.8,0.00253,458,480,0.11,3.01,0.876,5,0.002,0.676,410,0.005,3.6,0.431,137,259700,55.58,31.484,6.1,0.007,5,1250,3050,0.51,50.9,2.7,28.4
76,482866,7830000,140,"NOR","FLAT",22,10,"DEEPVAL",0.018,18700,65100,13.93,4.45,0.542,1.5,61.4,0.54,0.094,0.001,1490,14000,1.96,0.018,0.016042,11.9,26.9,11.7,0.57,0.00483,30400,37800,5.41,0.03,2300,13600,1.64,21.6,14,6.09,6070,6800,1.13,180,770,0.1,0.7,90,16600,2.24,18.3,0.001588,597,560,0.13,3.14,1.179,5.6,0.002,4.591,98,0.044,2.8,0.184,175,310200,66.37,4.992,8.8,0.0015,7,1860,4910,0.82,37.3,9.9,59.4
77,475510,7700000,350,"FIN","NE",18,31,"PLAIN",0.012,14500,62300,13.34,0.61,0.752,1.5,31.5,0.17,0.019,0.001,1070,18300,2.57,0.025,0.003394,7.1,40.9,13.9,0.67,0.0005,23900,66000,9.45,0.03,660,11400,1.38,8.7,4.2,6.55,2900,19100,3.17,129,770,0.1,0.4,120,11400,1.55,19.7,0.002877,241,340,0.08,3.03,0.917,5.4,0.002,1.858,142,0.005,2.4,0.181,252,286400,61.29,14.624,4.2,0.012,6,819,5090,0.85,45.4,2.6,27.3
78,745647,7560000,170,"RUS","FLAT",25,20,"PLAIN",0.044,19400,71100,15.23,0.33,0.501,1.5,41.1,0.14,0.014,0.001,2380,26700,3.74,0.031,0.0056,7.1,36.7,15.6,0.83,0.0005,16200,38300,5.48,0.03,1140,11100,1.34,9.6,6.7,6.38,3600,14400,2.39,66.9,540,0.07,0.1,420,21200,2.86,37.8,0.0005,179,260,0.06,2.08,1.606,5.5,0.002,1.489,159,0.005,2.4,0.165,148,284500,60.87,37.499,9.5,0.015,5,1020,2810,0.47,42.4,2,18.5
79,595850,7750000,90,"NOR","FLAT",17,20,"DEEPVAL",0.011,15000,67700,14.5,0.51,0.446,1.5,14.1,0.25,0.055,0.001,1270,19200,2.7,0.014,0.002283,4.5,14.8,12.8,0.62,0.0005,24700,36900,5.28,0.03,530,13100,1.59,8.9,13.4,5.93,3740,6900,1.16,117,380,0.05,0.4,110,27200,3.67,8.9,0.002434,197,210,0.05,2.49,0.409,5.2,0.002,1.742,135,0.005,1.6,0.129,287,299800,64.16,20.199,6.7,0.006,5,1210,2930,0.49,39.6,1.6,25.5
80,587100,7620000,250,"RUS","E",10,31,"PLAIN",0.019,20800,75600,16.18,0.59,1.309,1.5,34.1,0.22,0.019,0.001,620,15900,2.23,0.031,0.00727,5.6,32,6.9,0.64,0.0005,22600,46600,6.67,0.03,460,14200,1.72,15.1,5,7.01,2500,11800,1.96,73.7,460,0.06,0.4,140,13700,1.86,15,0.001227,318,340,0.08,3.78,0.973,5.2,0.002,1.66,239,0.005,3.2,0.078,234,284500,60.87,12.466,4.8,0.006,9,670,3830,0.64,42.8,4,22.4
81,414535,7420000,195,"FIN","W",31,7,"PLAIN",0.003,15800,62500,13.39,0.35,0.952,1.5,11.1,0.29,0.008,0.001,440,8100,1.14,0.008,0.003055,0.8,4.3,1.4,0.45,0.0005,5240,5400,0.78,0.03,210,29500,3.56,7.5,1.8,3.64,660,700,0.12,23.8,30,0.005,0.1,50,25200,3.4,1.4,0.0005,436,260,0.06,2.87,0.338,5.3,0.002,1.916,127,0.005,0.8,0.051,369,338300,72.4,5.69,2.8,0.0015,5,445,770,0.13,9.4,1.4,5
82,740646,7680000,80,"RUS","NE",25,21,"RIDGE",0.017,20300,67000,14.35,17.9,0.654,1.5,28.9,0.3,0.074,0.001,2360,22800,3.2,0.023,0.004035,4.8,37.7,9,0.67,0.0005,20700,36400,5.21,0.03,860,11800,1.43,11.6,8.7,9.1,2950,10900,1.82,105,540,0.07,0.3,240,23400,3.16,13.9,0.0005,575,560,0.13,3.97,1.135,5.3,0.002,2.416,187,0.005,2.9,0.285,232,286300,61.27,12.573,9.5,0.009,5,1070,3290,0.55,43,4.3,23.5
83,470112,7630000,230,"FIN","NW",28,32,"PLAIN",0.025,17800,66400,14.22,0.62,0.75,1.5,79.2,0.41,0.022,0.001,910,15200,2.13,0.022,0.006228,7.1,37.9,12.1,0.82,0.0005,36300,59200,8.47,0.03,1070,14800,1.79,19.8,7.3,5.06,4570,14800,2.46,81.6,540,0.07,0.6,140,11800,1.6,21.4,0.001805,407,390,0.09,3.59,0.646,5.3,0.002,1.648,111,0.005,2.9,0.115,127,295000,63.13,8.237,7.2,0.022,13,1770,5030,0.84,92.6,3,46
84,618100,7460000,230,"RUS","FLAT",9,1,"PLAIN",0.041,30900,72700,15.56,1.38,0.579,1.5,51.5,0.41,0.113,0.001,1170,17500,2.45,0.015,0.002156,8.3,56.8,9.7,0.58,0.0005,28800,34700,4.97,0.03,1090,14100,1.71,14.5,20.8,9.24,4380,9400,1.57,136,380,0.05,0.4,120,23800,3.21,24.3,0.0005,526,560,0.13,3.52,1.055,5.3,0.002,0.972,250,0.016,3.6,0.181,165,282800,60.51,10.356,8.8,0.007,8,1190,3410,0.57,47.1,3.2,33.3
85,594062,7390000,280,"FIN","N",30,52,"PLAIN",0.011,14600,53900,11.55,0.85,0.593,1.5,24.7,0.31,0.027,0.001,970,16200,2.27,0.025,0.002408,5.4,49.9,6.9,0.56,0.0005,17900,29800,4.27,0.03,360,12100,1.46,7.4,5.7,4.24,2300,9500,1.59,84.2,380,0.05,0.3,100,21500,2.9,14.2,0.0005,460,390,0.09,2.23,1.023,5.6,0.002,1.33,66,0.013,2.4,0.074,293,327800,70.14,10.433,3.4,0.005,6,765,2930,0.49,39.5,2.5,22
86,743131,7550000,200,"RUS","FLAT",32,20,"PLAIN",0.086,34600,69700,14.93,1.16,0.506,1.5,62.1,0.18,0.025,0.001,2570,26400,3.7,0.094,0.005434,11.1,45.8,77.1,2.74,0.0005,22800,43200,6.19,0.03,1030,7900,0.96,6.4,7.4,19.87,4220,22300,3.71,106,540,0.07,0.3,370,14400,1.95,179,0.012341,373,430,0.1,2.42,4.602,4.7,0.002,1.474,404,0.005,2.7,0.306,189,227100,48.6,109.736,10.4,0.061,5,759,2750,0.46,47,2.1,25.8
87,765246,7700000,80,"RUS","FLAT",29,4,"DEEPVAL",0.008,9200,61300,13.12,0.98,0.417,1.5,13.9,0.1,0.025,0.001,850,19400,2.72,0.01,0.001,2.3,20.8,2.9,0.58,0.0005,15400,25200,3.61,0.03,540,10200,1.24,9,2.7,7.19,1450,5900,0.99,42.5,300,0.04,0.1,100,25000,3.38,6.2,0.002242,353,340,0.08,2.75,0.591,5.1,0.002,1.344,131,0.005,1.3,0.225,259,312900,66.96,6.285,5,0.009,5,740,2150,0.36,36.4,1.9,8.6
88,752213,7650000,230,"RUS","S",11,21,"SLOPE",0.022,39600,75700,16.2,0.66,0.321,1.5,26.8,0.47,0.019,0.001,1560,23000,3.23,0.018,0.006184,5.7,65.7,7.3,0.74,0.0005,32200,43000,6.15,0.07,330,8100,0.98,8.9,6.9,14.26,2870,10400,1.73,93.3,460,0.06,0.3,230,22400,3.02,21,0.006177,827,740,0.17,2.34,1.62,5.2,0.002,0.25,364,0.005,4.9,0.354,171,250300,53.57,14.414,6.3,0.008,7,995,3290,0.55,54.4,5.2,27.2
91,723588,7390000,40,"RUS","NE",17,1,"PLAIN",0.034,34100,74500,15.96,3.17,0.804,1.5,50,0.58,0.056,0.001,2740,23200,3.25,0.023,0.008672,7.7,79.7,11.3,0.76,0.0005,34600,41900,6,0.03,910,13400,1.62,12,33.8,8.95,6230,13400,2.23,140,460,0.06,0.5,250,25000,3.37,24.8,0.0005,1140,1040,0.24,3.4,1.253,5.5,0.002,3.35,249,0.026,4,0.12,175,271500,58.09,18.535,8.5,0.014,10,1710,3050,0.51,61.4,3.7,45.3
92,405139,7420000,185,"FIN","E",21,7,"PLAIN",0.014,28800,69600,14.9,0.77,0.558,1.5,40.2,0.53,0.015,0.001,1500,14700,2.07,0.016,0.003272,5,44.6,6.1,0.55,0.0005,32700,32300,4.63,0.03,470,20800,2.51,20.8,6.8,7.44,2350,5500,0.92,126,300,0.04,0.3,140,24100,3.26,8.8,0.0005,1390,1130,0.26,4.61,1.07,5.4,0.002,0.25,408,0.019,2.8,0.168,200,292200,62.53,14.249,6.2,0.0015,14,1180,3110,0.52,61.9,4.3,23.1
93,575650,7770000,75,"NOR","SE",48,20,"LOWMO",0.011,8530,61600,13.19,0.67,0.352,1.5,12.2,0.17,0.028,0.001,1690,20100,2.82,0.025,0.001,4.8,18,10.3,0.59,0.0005,13200,28600,4.1,0.03,500,15600,1.88,7.4,8.8,3.96,2460,8000,1.34,125,460,0.06,0.3,130,24500,3.31,9.6,0.0005,391,390,0.09,2.42,0.932,5.3,0.002,0.686,86,0.005,1.6,0.089,241,324200,69.38,9.827,5.2,0.007,6,566,2330,0.39,25,3.1,15.4
94,660935,7480000,260,"RUS","FLAT",34,1,"PLAIN",0.07,21400,65900,14.11,8.95,0.606,1.5,35.7,0.26,0.159,0.001,1530,24900,3.49,0.02,0.003302,8.4,63.4,15.3,1.45,0.0005,38600,51200,7.33,0.03,760,9200,1.11,6.3,17.2,8.99,4570,13900,2.32,142,540,0.07,0.5,120,21200,2.87,33.9,0.001462,434,430,0.1,4.86,0.619,4.7,0.002,0.834,158,0.035,2.7,0.164,135,274600,58.76,18.442,6.5,0.024,7,1370,3830,0.64,72.8,1.8,31.4
95,600000,7580000,360,"RUS","E",23,31,"HIMO",0.075,27000,83100,17.8,0.92,2.802,1.5,55.9,0.28,0.043,0.001,260,7600,1.07,0.015,0.003522,7.8,41.1,41.8,0.55,0.0005,30000,54700,7.83,0.03,1100,20800,2.51,19.6,5.4,8.73,3680,13300,2.21,70.3,380,0.05,1.6,60,8900,1.2,44.1,0.002606,208,300,0.07,5.07,1.366,5,0.002,0.25,241,0.012,3.4,0.538,158,270700,57.93,7.525,2.6,0.047,11,825,4550,0.76,48.7,3.9,45.9
96,776025,7550000,260,"RUS","S",12,20,"RIDGE",0.04,50500,81500,17.44,1.34,0.383,1.5,236,1.15,0.032,0.001,1840,20700,2.9,0.027,0.003972,10.7,52.2,18.8,0.68,0.0005,26100,43200,6.18,0.03,1620,18900,2.28,20.7,14.3,12.34,5160,11000,1.84,261,850,0.11,0.2,260,21700,2.93,38.4,0.0005,992,1000,0.23,2.98,1.154,5.3,0.002,0.25,296,0.02,2.6,0.299,188,245600,52.56,16.975,106,0.01,11,1750,5570,0.93,49.6,3.7,89.4
97,747622,7660000,140,"RUS","SW",33,21,"LOWMO",0.011,12500,73500,15.73,0.36,,1.5,88.2,0.16,0.104,0.001,800,17700,2.48,0.013,0.004773,6.5,68.7,8.3,0.64,0.0005,16000,41400,5.92,0.03,3630,14000,1.69,12.4,8.4,4.8,6630,16700,2.77,55.2,540,0.07,0.8,170,23100,3.12,18.4,0.001034,64,170,0.04,3.66,,5.1,0.002,,116,0.005,2.7,0.078,209,290400,62.15,4.799,6.2,0.006,7,2370,5270,0.88,79.5,1.9,31.1
99,494003,7710000,350,"FIN","NE",30,31,"PLAIN",0.016,17100,64400,13.78,0.32,0.892,1.5,53.6,0.18,0.01,0.001,1360,14700,2.06,0.033,0.003332,6.5,27.4,14.1,0.44,0.0005,18100,43000,6.15,0.03,750,11800,1.43,11.7,4.9,6.54,3000,12000,2,75.6,540,0.07,0.4,130,12300,1.67,19.2,0.002039,532,480,0.11,2.66,0.757,5.5,0.002,1.297,145,0.005,2.7,0.151,146,301900,64.61,3.745,6.6,0.018,4,489,4370,0.73,38.4,4.8,24.6
100,824459,7670000,140,"RUS",,27,4,"RIDGE",0.013,17600,68900,14.75,0.57,0.641,1.5,21.1,0.16,0.02,0.001,1500,24000,3.36,0.012,0.00397,5.1,48.3,11,0.64,0.0005,21600,36100,5.17,0.03,780,9700,1.18,10.4,6.2,9.49,2720,11300,1.88,75.5,460,0.06,0.3,150,24100,3.26,21.1,0.00421,481,480,0.11,2.6,0.933,5.1,0.002,1.201,193,0.005,2.5,0.267,205,281700,60.29,9.973,6.7,0.0015,7,688,2450,0.41,43.3,3,14.5
101,743511,7540000,260,"RUS","FLAT",16,6,"RIDGE",0.027,54800,67500,14.45,1.31,1.575,1.5,69.3,0.3,0.025,0.001,5910,23200,3.25,0.097,0.005702,15.6,66.1,36.4,1.92,0.0005,29800,35300,5.05,0.03,520,10200,1.24,3.1,9.5,8.55,4880,11200,1.86,159,460,0.06,0.3,1130,23800,3.22,118,0.002723,351,430,0.1,1.64,0.827,5,0.002,1.511,754,0.005,4.5,0.22,193,287300,61.48,97.942,19.4,0.027,1.5,1140,2270,0.38,64,3.3,83.2
103,766616,7470000,80,"RUS","N",16,32,"RIDGE",0.015,16800,67600,14.47,0.66,0.357,1.5,13.5,0.18,0.026,0.001,1780,21600,3.03,0.026,0.002204,2.9,20.7,8.2,0.47,0.0005,8490,17000,2.44,0.03,290,9700,1.18,2.7,6.5,4.48,1550,5800,0.97,55.9,300,0.04,0.1,240,27400,3.7,10,0.0005,290,260,0.06,1.78,1.009,5.5,0.002,0.698,89,0.012,1.5,0.051,272,322500,69,11.602,8.7,0.0015,1.5,451,1310,0.22,16.7,1.2,13.1
106,476610,7590000,300,"FIN","S",40,32,"PLAIN",0.038,25100,66200,14.18,1.06,0.886,1.5,78.9,0.24,0.031,0.001,940,15400,2.16,0.026,0.002797,8.7,41.7,18.7,0.78,0.0005,24600,45700,6.54,0.03,1240,15500,1.87,12.7,6.4,6.73,4470,13900,2.32,90.5,460,0.06,0.7,110,15500,2.1,26.3,0.003184,271,390,0.09,3.56,0.822,5.2,0.002,0.25,145,0.016,3.3,0.114,166,296300,63.41,7.999,7.8,0.012,6,1170,3890,0.65,58.1,3.2,37.4
107,713397,7640000,140,"RUS","S",25,22,"PLAIN",0.017,16900,69800,14.94,0.38,0.291,1.5,25.8,0.28,0.02,0.001,1830,28300,3.97,0.032,0.004294,5.4,31.1,6.7,0.68,0.0005,16800,38600,5.53,0.03,470,9600,1.16,5.5,7.1,5.14,1970,12300,2.05,85.7,540,0.07,0.2,180,25200,3.41,13,0.003814,655,560,0.13,2.61,0.871,5.7,0.002,1.389,110,0.014,2,0.06,360,295400,63.22,14.544,7.3,0.003,4,763,3290,0.55,32.9,2.9,18.3
108,772550,7500000,170,"RUS","NW",22,6,"PLAIN",0.043,22800,69200,14.81,0.91,0.546,1.5,41.6,0.39,0.02,0.001,1650,24600,3.45,0.025,0.004746,6.3,40.5,13.5,0.66,0.0005,16700,34700,4.97,0.03,560,13400,1.62,10.2,7,5.87,2490,11500,1.92,115,610,0.08,0.2,300,25200,3.4,18.2,0.0005,313,300,0.07,2.68,1.212,5.6,0.002,0.25,210,0.015,3.7,0.201,210,296700,63.48,20.263,32.9,0.006,7,1060,3410,0.57,32.6,4.6,28.1
109,581617,7500000,275,"FIN","S",24,1,"PLAIN",0.033,30000,74700,16,0.89,0.17,1.5,80.2,0.33,0.111,0.001,980,20800,2.92,0.018,0.00486,10.8,58.7,21.7,0.82,0.0005,30400,38100,5.46,0.03,3960,14000,1.69,9.6,32.5,9.46,8370,13600,2.27,222,460,0.06,0.1,100,24800,3.35,31.7,0.003892,451,430,0.1,3.15,0.879,5.1,0.002,0.849,152,0.013,3.8,0.135,196,271400,58.07,10.016,5,0.008,7,1710,3470,0.58,55.6,2.5,52.7
110,606700,7600000,210,"RUS","W",35,32,"RIDGE",0.077,25500,76300,16.33,0.37,0.493,1.5,29.5,0.29,0.017,0.001,1590,22400,3.14,0.025,0.003017,5.6,40.5,8.3,0.82,0.0005,22500,55800,7.98,0.03,350,10700,1.29,11.4,5.4,9.86,2150,16100,2.68,96.7,610,0.08,0.4,210,14800,2,16.3,0.003726,577,560,0.13,2.71,0.687,5.7,0.002,0.25,193,0.005,3.4,0.179,215,259500,55.54,12.097,9,0.008,6,759,5930,0.99,64.7,5.3,32.5
111,707772,7450000,160,"RUS","S",40,1,"RIDGE",0.006,8190,62400,13.37,0.23,0.489,1.5,34.8,0.13,0.015,0.001,1490,22200,3.12,0.018,0.002185,3.6,25.4,8.1,0.57,0.0005,8970,18300,2.62,0.03,950,9200,1.11,6.7,5.3,5.2,2370,6900,1.15,51.7,300,0.04,0.3,140,26200,3.54,12.2,0.008383,291,300,0.07,1.72,0.594,5.4,0.002,3.462,80,0.005,1.5,0.083,138,322900,69.09,3.299,6.5,0.004,1.5,538,1490,0.25,18.8,1.5,11.7
113,798728,7620000,230,"RUS","FLAT",20,20,"PLAIN",0.017,27700,71400,15.28,0.65,0.385,1.5,22.5,0.22,0.016,0.001,840,21200,2.98,0.018,0.0044,4,58.5,8.9,0.61,0.0005,23500,37900,5.43,0.03,560,10200,1.23,9.2,4.7,10.68,2070,9800,1.63,48.7,460,0.06,0.2,80,22200,3,16.6,0.00933,508,480,0.11,2.07,0.547,5.3,0.002,0.793,229,0.005,3.2,0.332,222,276100,59.09,4.922,5.2,0.011,7,604,2390,0.4,43.7,2.6,9.6
114,524990,7720000,320,"FIN","W",13,20,"FLAT",0.012,17500,61000,13.06,0.54,0.845,1.5,28.7,0.14,0.025,0.001,930,17300,2.43,0.021,0.004828,3.5,25.5,6.8,0.98,0.0005,25100,38300,5.49,0.03,560,9400,1.14,8,3.1,7.49,2750,10000,1.66,73,540,0.07,0.5,120,17800,2.4,7.9,0.002563,297,300,0.07,3.27,0.744,5.1,0.002,0.797,253,0.015,3,0.462,223,305500,65.38,18.067,4.4,0.015,5,830,2570,0.43,48.4,2.6,13.6
115,552778,7490000,270,"FIN","SW",18,1,"PLAIN",0.028,31000,67400,14.43,1.09,0.169,1.5,51.6,0.34,0.059,0.001,520,13400,1.88,0.017,0.002822,7.4,75.2,11,0.73,0.0005,26800,28400,4.07,0.03,1650,16100,1.95,12,24.7,7.11,4700,8000,1.33,123,230,0.03,0.7,80,20900,2.82,31.5,0.0005,317,300,0.07,5.91,0.402,5.2,0.002,0.25,246,0.025,3.6,0.16,168,306400,65.57,15.89,4.1,0.01,10,1380,2810,0.47,49.9,2.9,47.6
116,533486,7670000,128,"FIN","FLAT",14,20,"FLAT",0.007,21500,72300,15.48,0.7,0.636,1.5,48.7,0.34,0.012,0.001,1440,20100,2.82,0.015,0.004493,5.7,37.7,9.6,0.71,0.00114,19100,47200,6.75,0.03,680,12500,1.51,12.8,6,6.87,3940,14500,2.41,67.7,540,0.07,0.4,280,15600,2.11,16.4,0.0005,354,430,0.1,2.21,0.918,5.4,0.002,0.25,144,0.005,3,0.053,127,284600,60.9,9.081,8.2,0.01,7,857,3950,0.66,44.3,3.3,26.4
117,391630,7710000,340,"NOR","FLAT",20,1,"FLAT",0.012,12100,60400,12.93,0.36,1.132,1.5,10.2,0.2,0.047,0.001,1540,18700,2.62,0.008,0.002471,2.6,22.5,4.1,0.64,0.0005,14200,25500,3.66,0.03,440,14400,1.74,7.3,5,6.13,1710,7400,1.23,53.3,300,0.04,0.1,140,26100,3.53,5.6,0.001239,340,300,0.07,1.59,1.1,5.3,0.002,2.08,121,0.005,2,0.067,194,313800,67.14,6.155,5.3,0.0015,5,664,2450,0.41,29,2.9,6.9
118,512429,7780000,210,"NOR","FLAT",18,10,"PLAIN",0.008,14900,65300,13.98,0.74,0.373,1.5,24.9,0.24,0.026,0.003359,1080,14800,2.08,0.015,0.003449,4.9,16.5,10.9,0.7,0.0005,18800,25100,3.6,0.03,780,15600,1.88,8.2,13.1,6.47,4600,7900,1.32,137,380,0.05,0.4,90,22400,3.03,10.6,0.0005,301,260,0.06,3.15,0.844,5,0.002,0.866,121,0.005,2.8,0.095,176,315000,67.4,11.022,4.7,0.018,6,603,1730,0.29,27.9,3.3,33.3
