"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ac_228","As","Au","Ba","Bi_214","Br","Ca","Ce","Co","Cr","Cs","Cs_137","EC","Eu","Fe","Hf","Hg","K_40","La","LOI","Lu","Mo","Na","Nd","Ni","pH","Rb","Sb","Sc","Sm","Sr","Tb","Th","U","W","Yb","Zn"
512,563600,7840000,60,"NOR","FLAT",35,10,0.4,0.25,0.012,220,7.2,70,5000,9,2,2.5,0.5,58.3,36.2,0.1,1800,2,0.5,35.6,3.8,83.6,0.08,0.5,800,2.5,10,4.3,21,0.2,1.1,0.6,250,0.25,1.3,0.25,0.5,0.4,54
514,412412,7800000,320,"NOR","SW",55,10,3.1,0.25,0.007,170,0.1,31,5000,5,1,2.5,0.5,50.6,49.7,0.1,2000,2,0.5,68.6,1.6,73.1,0.06,0.5,5500,2.5,10,4.2,7.5,0.2,0.9,0.2,250,0.25,0.6,0.25,0.5,0.4,52
515,739221,7480000,210,"RUS","S",40,1,3.2,0.9,0.001,330,3.4,3,10000,6,4,47,0.5,19.4,22,0.3,10400,5,0.5,159.2,2.7,12.7,0.09,0.5,20800,2.5,10,4.4,7.5,0.2,4,0.5,250,0.25,0.8,0.7,0.5,0.6,25
516,418170,7690000,300,"NOR","SW",52,51,6.9,0.6,0.004,340,6.9,3.8,20000,8,10,120,0.5,39.1,19.6,0.4,27600,5,0.5,276.8,4.3,13.3,0.19,0.5,21000,2.5,130,4.5,38,0.2,13,0.9,250,0.25,1.5,0.25,0.5,1.1,54
517,631400,7810000,190,"NOR","FLAT",35,9,21.6,4,0.001,180,18.1,20,5000,37,4,36,5,91,35.6,0.5,17200,3,0.5,585.5,18,47.2,0.35,3,2800,10,10,4.4,69,1.1,8.1,2.4,250,0.25,6.6,2.7,0.5,2,58
518,566086,7750000,230,"NOR","FLAT",46,20,15.2,0.25,0.003,330,7,3.7,10000,14,6,46,0.5,31.8,12.7,0.4,21900,6,0.5,517.2,7.8,7.93,0.18,0.5,19900,2.5,10,4.6,54,0.05,7.3,1.1,250,0.25,3.2,0.7,0.5,1.1,25
519,712086,7700000,120,"RUS","NE",40,4,6.9,0.25,0.001,250,4.4,29,5000,15,3,24,0.5,98.2,43.7,0.3,7200,2,0.5,168.2,7.8,52.4,0.07,0.5,12600,2.5,10,4.2,31,0.4,2.5,1,250,0.25,2.5,0.25,0.5,0.3,60
520,475110,7620000,230,"FIN","FLAT",37,32,33.6,0.25,0.001,390,5,5.4,10000,44,7,68,0.5,32.6,25.4,0.6,32900,5,1,211.7,22,23,0.4,0.5,7700,14,10,4.4,23,0.05,12,2.9,250,0.6,8.3,0.25,0.5,2.6,94
521,429400,7830000,,,,,,2.6,0.25,0.001,220,7.1,45,5000,3,2,8,0.5,56,51.9,0.1,2200,3,0.5,154.5,1.2,75.2,0.1,0.5,4400,2.5,10,4.2,7.5,0.3,1.4,0.2,250,0.25,0.6,0.25,0.5,0.5,25
522,415550,7870000,30,"NOR","NW",70,10,3.1,1,0.001,25,3,120,5000,4,0.5,5,0.5,114.7,70.1,0.1,1800,0.5,0.5,45.4,1.4,95.5,0.025,0.5,1100,2.5,10,4.4,7.5,0.4,0.7,0.2,250,0.25,0.6,0.25,0.5,0.1,60
523,418692,7760000,280,"NOR","NE",80,10,9,0.25,0.001,180,0.1,34,5000,17,6,18,0.5,81.4,42.4,0.4,18200,1,0.5,91.5,8.3,81.7,0.09,0.5,3200,7,10,4.6,7.5,0.2,2.6,1.3,250,0.25,1.2,0.25,0.5,0.6,25
527,651285,7390000,130,"RUS","N",52,1,2.5,0.25,0.003,470,3.2,2,20000,11,5,53,0.5,29.5,19.1,0.4,11200,5,0.5,317.6,4.8,19.3,0.14,0.5,22800,2.5,10,4.6,53,0.6,5.8,1.2,500,0.25,1.1,0.25,0.5,0.9,25
528,658576,7720000,70,"RUS","NE",45,20,5.4,1.3,0.001,370,3.3,18,5000,8,3,12,0.5,30.2,32,0.2,5400,2,0.5,273.6,4.5,36.6,0.08,0.5,15800,2.5,10,4.3,34,0.5,2.7,0.5,250,0.25,1.8,1.1,0.5,0.5,25
529,448271,7480000,260,"FIN","N",36,51,8,0.25,0.001,470,4.5,1.8,5000,10,4,59,0.5,28.3,28.4,0.3,18200,4,0.5,292.3,4.7,17.6,0.17,2,16800,2.5,10,4.2,37,0.3,7.4,0.7,600,0.25,2.3,1.1,0.5,1.1,25
530,764268,7600000,190,"RUS","FLAT",29,20,13,0.25,0.003,290,7.3,3.1,20000,16,5,73,0.5,21.4,17.3,0.4,15500,4,0.5,291.8,9,15.7,0.12,0.5,21500,7,10,4.5,7.5,0.05,5.5,1.3,250,0.25,2.5,0.25,0.5,0.7,25
531,465214,7430000,255,"FIN","SE",40,7,9.8,2.1,0.001,100,6.6,7.6,5000,12,2,2.5,0.5,56.4,69.5,0.2,2500,1,0.5,84.8,7.9,89,0.025,0.5,2300,2.5,10,3.9,7.5,0.5,1.2,0.6,250,0.25,1,0.25,0.5,0.1,68
532,642530,7690000,210,"RUS","S",33,52,18.5,0.25,0.02,390,8.5,1.7,20000,31,6,55,0.5,40.8,14.2,0.7,20500,10,0.5,211.4,17,7.27,0.24,0.5,20800,11,10,4.9,32,0.05,9.3,2.2,250,0.25,5,1.1,0.5,1.6,25
533,477109,7720000,385,"FIN","E",38,31,22.2,0.25,0.001,490,6.2,8.5,20000,45,13,140,0.5,17.1,8.8,0.9,46700,6,0.5,373.1,22,12.9,0.55,0.5,8800,15,10,4.9,41,0.05,17,3.2,250,0.7,5.9,0.25,0.5,3.3,112
534,699810,7650000,140,"RUS","NW",38,22,10,0.25,0.006,470,0.1,7.6,5000,20,6,62,0.5,58.4,33.6,0.8,14400,7,0.5,225.7,9.8,49.2,0.15,0.5,16700,2.5,10,4.4,7.5,0.3,5.1,1.4,250,0.25,2.7,0.25,0.5,0.8,25
535,641315,7500000,370,"RUS","FLAT",26,1,7.3,1.6,0.001,410,5.2,3.6,20000,11,6,39,0.5,32.9,14.5,0.4,17500,5,0.5,212.8,6.1,11.5,0.15,0.5,25200,2.5,10,4.8,40,0.05,5.2,0.9,250,0.25,1.6,0.25,0.5,0.8,25
536,753557,7510000,200,"RUS","S",31,52,4.5,0.25,0.003,380,4.3,0.25,20000,9,6,85,0.5,28,13.9,0.4,14500,6,0.5,234.8,4.4,8.65,0.15,0.5,22400,9,140,4.7,41,0.05,6.6,1.1,250,0.25,1.1,0.25,0.5,1,73
537,690133,7650000,250,"RUS","W",33,21,8.5,0.25,0.001,650,5,3.3,5000,23,6,85,0.5,25.3,16.7,0.7,21700,11,0.5,234.6,12,9.86,0.25,9,22800,12,10,4.7,48,0.2,9,1.9,250,0.25,3.3,0.25,0.5,1.8,69
538,551179,7730000,220,"FIN","SE",45,51,12.7,0.25,0.001,450,4.4,16,20000,27,7,52,0.5,12.6,14.8,0.6,25900,5,0.5,243.9,13,12.8,0.27,0.5,17400,8,10,4.9,7.5,0.2,10,1.8,250,0.25,3.9,0.25,0.5,1.9,100
542,463449,7830000,120,"NOR","SE",42,10,7.4,0.25,0.001,350,9.4,43,5000,8,0.5,14,0.5,63.8,27,0.5,6200,8,0.5,298.4,3.4,44.1,0.27,4,7300,2.5,10,4.5,7.5,0.3,3.1,0.6,250,0.25,1,0.25,0.5,1.5,25
543,476360,7530000,270,"FIN","E",35,7,16.4,1.6,0.001,520,9.5,3.4,5000,12,4,37,0.5,49,42.9,0.4,12900,5,0.5,541.4,4.5,33.3,0.08,0.5,14200,2.5,10,4.2,55,0.6,2.2,0.5,250,0.25,2.6,0.25,0.5,0.4,25
544,625575,7680000,230,"RUS","E",82,21,10,0.25,0.001,400,4.7,4.5,5000,13,3,17,0.5,39.5,18.1,0.5,9300,3,0.5,240.5,7.3,22,0.14,0.5,15100,2.5,10,4.5,30,0.2,3.9,0.9,250,0.25,2,0.25,0.5,0.9,25
545,585115,7490000,245,"FIN","NW",49,1,3.5,0.25,0.001,230,1.7,2,5000,3,1,15,0.5,21,27.5,0.1,3900,2,0.5,197.2,1.9,28,0.06,0.5,7800,2.5,10,4.2,36,0.1,1.5,0.3,250,0.25,0.7,0.8,0.5,0.4,25
546,733812,7470000,,,,,,7.9,1.7,0.001,240,10.8,2.2,20000,13,7,83,0.5,35.4,22.5,0.4,16800,4,0.5,238.2,7.3,25.6,0.12,0.5,21500,2.5,10,5,30,0.05,6.7,1.1,250,0.25,1.2,0.25,0.5,0.9,77
547,506997,7640000,140,"FIN","NE",33,31,62.3,0.25,0.001,630,16,3.5,5000,63,4,55,0.5,24.8,18.6,1,21200,7,0.5,616.3,34,13.5,0.33,0.5,9200,22,10,4.3,32,0.05,9.1,3.7,250,0.25,11,1.8,0.5,2.2,25
548,402840,7580000,350,"FIN","E",42,1,16.6,0.25,0.004,490,10.3,2.4,10000,19,3,43,0.5,19.3,18.9,0.5,9400,6,0.5,583.9,10,12.3,0.15,0.5,19200,7,10,4.3,53,0.3,4.2,1.2,250,0.25,4.9,0.25,0.5,0.9,25
549,640674,7600000,130,"RUS","N",45,32,10.6,0.25,0.004,470,6.9,4.4,5000,22,8,63,0.5,73.1,36.3,0.7,29500,3,0.5,238,13,41.4,0.41,0.5,9500,8,10,4.4,26,0.4,13,1.8,250,0.25,3.5,0.25,0.5,2.6,103
550,709967,7420000,50,"RUS","NE",34,1,0.4,1.3,0.004,330,3.1,2.7,10000,3,3,15,0.5,38.8,34.4,0.2,3200,3,0.5,156.4,1.3,31.2,0.025,5,26500,2.5,10,4.2,28,0.3,2.2,0.2,1200,0.25,0.6,0.25,0.5,0.3,25
551,450370,7640000,225,"FIN","SW",32,6,3.8,0.25,0.001,350,6.9,4.8,5000,13,9,87,0.5,29,27.8,0.4,22200,4,0.5,149.4,6.5,33.5,0.21,0.5,14900,8,10,4.3,24,0.2,11,1.5,500,0.25,1.1,0.25,0.5,1.3,25
552,373702,7420000,160,"FIN","FLAT",45,7,6.6,0.25,0.001,870,3.9,0.25,5000,9,1,15,0.5,15.4,16.7,0.3,7700,6,0.5,579.5,5.2,8.74,0.07,0.5,24400,2.5,10,4.5,41,0.2,2.8,0.5,250,0.25,2.1,0.9,0.5,0.6,25
553,574195,7380000,275,"FIN","W",32,52,18.4,0.25,0.001,400,7.7,3,5000,19,4,44,0.5,43.7,44.4,0.3,8400,5,0.5,22.9,9.7,44.9,0.14,0.5,15400,2.5,10,4.3,7.5,0.3,3.5,1.2,250,0.25,3.8,0.25,0.5,1,25
556,590930,7840000,250,"NOR","FLAT",38,9,74.2,0.25,0.001,25,32.1,170,5000,1.5,2,2.5,0.5,88.9,40.3,0.1,1400,0.5,0.5,1188.3,1.3,96.9,0.025,0.5,800,2.5,10,4.4,7.5,0.05,0.6,0.2,250,0.25,0.1,0.25,0.5,0.1,25
557,625409,7720000,50,"RUS","E",35,20,4.9,1.4,0.001,340,3.4,13,20000,10,7,42,0.5,24.9,21.2,0.3,22600,3,0.5,269.1,5.4,15.1,0.11,0.5,28400,2.5,10,4.4,30,0.05,6.9,0.8,250,0.25,1.4,0.25,0.5,0.7,25
558,733515,7640000,,,,,,9.5,1.7,0.001,410,5.4,18,20000,27,7,110,0.5,24.3,37.5,0.8,21700,5,0.5,251.9,12,43.5,0.14,0.5,16800,13,10,4.3,7.5,0.05,8.2,2.1,250,0.25,2.6,0.25,0.5,1.1,74
559,401650,7850000,40,"NOR","FLAT",43,10,5.1,0.25,0.001,25,8.8,150,5000,12,3,6,0.5,59.6,38.4,0.1,2700,1,0.5,50,4.9,92.4,0.1,0.5,2100,2.5,10,4.5,7.5,0.05,1.4,0.7,250,0.25,1.8,1.4,0.5,0.4,25
560,441350,7890000,,,,,,26,0.25,0.001,25,11.2,240,5000,110,2,7,0.5,113.2,60.6,1.9,2200,0.5,0.5,550.1,84,91.9,0.23,20,2500,77,10,4.6,7.5,0.4,2.6,16,250,1.6,6.5,30,0.5,1.7,25
561,492653,7610000,285,"FIN"," NW",40,31,6.1,2.2,0.001,500,3.9,6.5,5000,58,5,63,0.5,34.1,18.8,0.9,26600,6,0.5,184,32,21.2,0.47,3,8900,24,10,4.2,7.5,0.2,12,3.9,250,0.7,12,1.7,0.5,2.8,69
562,501700,7820000,60,"NOR","FLAT",29,10,3.1,0.25,0.001,150,0.1,54,5000,6,0.5,2.5,1,61.4,57.1,0.1,2300,0.5,0.5,48.1,2.6,86.9,0.07,0.5,2100,7,10,4.2,7.5,0.05,1.4,0.4,250,0.25,0.1,0.25,0.5,0.4,25
563,443900,7680000,270,"NOR","FLAT",32,1,8.5,0.25,0.001,650,6.2,5.2,20000,22,12,65,0.5,38.4,25.9,1,33300,11,0.5,334,15,24.1,0.5,0.5,15700,14,10,4.4,7.5,0.05,10,3.7,250,0.7,3.1,1,0.5,3.5,93
564,630800,7430000,390,"RUS","W",40,1,4.3,0.9,0.001,470,2.4,2,20000,6,2,42,0.5,24.5,11.8,0.1,7500,4,0.5,308.9,3.9,5.73,0.06,0.5,21700,2.5,10,4.7,34,0.05,2.7,0.6,900,0.25,1.1,0.25,0.5,0.5,25
565,712689,7600000,,,,,,6.2,0.25,0.001,510,3.9,5,20000,18,8,53,0.5,34.1,12.9,0.7,22200,5,0.5,276.7,9.4,10.9,0.13,0.5,30700,2.5,10,4.6,7.5,0.05,6.8,1.8,250,0.25,1.7,0.25,0.5,0.8,25
566,729722,7620000,220,"RUS","N",41,22,3.5,0.25,0.001,400,2.8,4.5,5000,17,1,12,0.5,20,17.1,0.5,5700,5,0.5,138.9,7.6,16.5,0.14,0.5,28400,10,10,4.5,7.5,0.1,4.7,1.9,250,0.25,1.1,1,0.5,0.7,25
567,721992,7540000,225,"RUS","E",38,1,8.3,0.25,0.001,390,3.1,3.1,20000,13,9,51,0.5,63.9,15.6,0.5,14800,6,0.5,327.9,5.8,14.9,0.09,3,23300,2.5,10,4.9,31,0.1,4.2,0.9,250,0.25,0.8,0.25,0.5,0.6,25
568,426630,7470000,210,"FIN","W",42,7,20.5,1.3,0.001,590,23.1,2.4,5000,13,2,26,0.5,36.7,33.7,0.4,6600,6,0.5,515,7.3,38.2,0.12,0.5,19500,2.5,10,4.2,7.5,0.3,2.8,1,250,0.25,4.5,1.3,0.5,0.9,25
572,771075,7440000,300,"RUS","N",40,32,3.4,0.25,0.003,270,2.6,5,5000,7,3,34,0.5,35.9,30.6,0.3,6200,4,0.5,138.5,3.8,17.6,0.1,0.5,16200,2.5,10,4.6,22,0.4,3.3,0.6,250,0.25,1,0.25,0.5,0.6,25
573,570700,7580000,240,"RUS","FLAT",38,31,57,0.7,0.001,670,12.1,4.7,5000,100,7,120,0.5,26.1,13.5,1.4,44400,9,0.5,559.7,58,10,0.47,0.5,7900,35,10,4.7,52,0.05,13,5.7,250,0.25,15,1,0.5,2.8,123
574,452800,7880000,115,"NOR","W",75,10,4.7,0.25,0.001,200,7.1,96,20000,11,7,48,2,59.9,27.6,0.3,24300,3,0.5,77.1,7.5,58.9,0.38,0.5,5500,2.5,10,4.9,7.5,0.05,10,1.1,250,0.25,2,0.25,0.5,2.3,25
575,391700,7680000,420,"NOR","FLAT",34,1,8.8,0.25,0.001,370,4.5,4.2,20000,12,6,87,0.5,19.1,10.5,0.4,16800,4,0.5,331.7,6.5,7,0.11,0.5,23600,5,10,4.8,37,0.05,6.7,0.9,250,0.25,2.7,0.9,0.5,0.6,25
577,623500,7750000,45,"NOR","W",68,20,5.2,0.25,0.001,130,0.1,72,5000,9,8,5,0.5,54.3,58.3,0.2,5400,0.5,0.5,27.2,4.5,94.2,0.025,0.5,1800,2.5,10,4.2,7.5,0.2,1.4,0.7,250,0.25,0.7,0.25,0.5,0.1,58
578,603334,7780000,160,"NOR",,35,9,20.8,2.8,0.001,240,9.7,14,5000,33,2,20,1,63.1,30.5,0.4,11100,5,0.5,326.9,17,28.4,0.23,0.5,7300,10,10,4.3,37,0.3,3.5,2,250,0.25,4.7,0.25,0.5,1.3,25
579,785075,7650000,230,"RUS","FLAT",34,4,0.4,0.25,0.001,350,0.1,3.3,20000,24,4,60,0.5,20.1,11.7,0.6,13200,6,0.5,5,13,9.44,0.11,0.5,24500,7,10,4.7,23,0.05,5.6,1.4,600,0.25,4.3,1.2,0.5,0.9,25
580,504898,7740000,,,,,,15.1,0.9,0.001,350,7.8,4.2,5000,20,5,56,0.5,30.9,15.2,0.6,25300,4,0.5,221.3,10,13.5,0.34,0.5,19300,6,10,4.6,7.5,0.05,11,1.8,250,0.25,3.1,0.25,0.5,2.2,62
581,558726,7400000,245,"FIN","NE",51,7,20,0.8,0.005,390,7.2,2.8,20000,12,3,50,0.5,37.7,26.9,0.3,9800,4,0.5,681.1,7.3,20.6,0.15,0.5,15000,2.5,10,4.4,44,0.2,3.8,0.9,250,0.25,2.9,1.3,0.5,0.8,25
582,579700,7780000,80,"NOR","NE",25,9,11.1,0.25,0.001,190,5.4,7.2,5000,22,0.5,8,0.5,83.9,36.2,0.4,2000,7,0.5,219.3,11,28.5,0.24,0.5,3300,10,10,4.3,19,0.1,1.3,1.5,250,0.25,2.9,0.9,0.5,1.4,25
583,664255,7710000,110,"RUS","W",38,20,13.9,1.9,0.001,350,6.6,19,5000,11,5,22,0.5,52.7,38.8,0.1,9200,4,0.5,235.2,5.7,56.6,0.12,0.5,13000,2.5,10,4.2,7.5,0.05,4.3,0.7,250,0.25,1.5,0.25,0.5,0.6,25
586,672812,7490000,250,"RUS","SW",52,1,2.3,1.2,0.001,290,1.9,1.5,20000,8,7,88,0.5,28.1,11.1,0.5,18100,4,0.5,184.2,4.2,6.4,0.14,0.5,23900,2.5,10,4.8,26,0.05,6.8,0.8,250,0.25,1.6,0.25,0.5,0.8,25
587,569022,7680000,,,,,,6.6,0.25,0.001,230,3,4.3,10000,12,5,31,0.5,46.7,24.7,0.5,15600,4,0.5,214.1,5.7,24.6,0.16,3,17800,2.5,10,4.2,35,0.05,6.3,1.1,250,0.25,2.1,0.25,0.5,1.1,25
588,596461,7540000,,,,,,5.6,1,0.001,450,2.3,3.6,5000,10,3,26,0.5,34.5,21.1,0.4,10500,5,0.5,157.9,4.8,19.6,0.1,0.5,23100,2.5,10,4.3,7.5,0.05,4.3,0.9,700,0.25,1.2,0.25,0.5,0.7,25
589,691561,7510000,,,,,,8.3,0.8,0.001,350,7.7,1.9,20000,4,3,40,0.5,24.1,23.3,0.3,7300,3,0.5,477.2,2.6,17,0.07,0.5,21100,2.5,10,4.3,46,0.05,2.7,0.5,500,0.25,1,0.25,0.5,0.5,25
590,601000,7610000,,,,,,27.8,1.7,0.006,740,5.3,4.7,20000,84,16,110,0.5,23.2,21.7,1.6,42500,5,0.5,447,47,13.3,0.4,0.5,14600,35,10,4.5,62,0.2,14,5.1,250,0.9,8.8,0.25,0.5,2.4,136
591,749048,7540000,,,,,,9.1,4.8,0.005,320,4.3,3.9,20000,14,34,670,0.5,24.6,27.7,0.4,26900,4,0.5,140,8.3,20.5,0.13,6,13000,8,500,4.6,21,0.4,10,1,250,0.25,2,0.8,0.5,0.8,72
592,836289,7510000,220,"RUS","E",45,52,21.6,0.25,0.001,400,8.3,6.7,20000,80,3,44,0.5,57.4,38.6,0.8,13100,8,0.5,392.8,41,47.8,0.14,0.5,17400,26,10,4.2,39,0.3,3.3,2.5,250,0.25,5,1.6,0.5,1.1,25
593,535635,7530000,270,"FIN","NE",64,51,18.2,1.2,0.001,150,7.2,5.2,5000,16,5,55,0.5,61.6,42.7,0.3,10800,4,0.5,279.9,7.6,33.4,0.13,0.5,6500,7,10,4.1,7.5,0.3,5,0.9,250,0.25,2.4,0.25,0.5,0.8,58
594,501849,7500000,230,"FIN","E",51,51,8.5,1.6,0.001,230,3.5,5.9,5000,8,6,190,0.5,39.2,32.3,0.3,10600,3,0.5,198.3,3.6,52.2,0.14,0.5,13300,2.5,10,4.4,7.5,0.4,5,0.6,250,0.25,1.4,0.25,0.5,0.6,58
595,686609,7580000,140,"RUS","S",38,1,5.1,0.25,0.001,380,5.4,3.1,20000,19,13,250,0.5,18.2,11,0.7,32900,5,0.5,281.6,11,15,0.36,0.5,20600,11,10,5.2,22,0.05,12,2.2,250,0.25,0.9,0.25,0.5,2.1,81
596,570171,7520000,275,"FIN","W",67,1,65.7,0.25,0.001,310,12.5,5.3,5000,11,2,19,0.5,37.9,43.3,0.2,3000,3,0.5,440,5.2,61.8,0.08,0.5,8600,2.5,10,4,36,0.3,1.5,0.6,250,0.25,2.2,0.8,0.5,0.3,25
597,544482,7750000,220,"FIN","NW",55,20,7.3,0.25,0.001,270,2.8,11,10000,18,3,28,0.5,28.3,33.3,0.4,12800,5,0.5,146.1,7.6,36.2,0.18,0.5,14000,5,10,4.3,7.5,0.05,6.1,1.3,250,0.25,2.6,0.25,0.5,1.2,25
598,814146,7580000,195,"RUS","FLAT",44,20,17.4,0.25,0.003,440,7.4,3.8,5000,41,4,50,0.5,24.8,14.1,0.7,15700,5,0.5,348.1,23,8.97,0.13,0.5,26800,15,10,4.9,23,0.05,6.4,2.1,250,0.25,7.1,0.25,0.5,0.9,25
601,551960,7880000,60,"NOR","N",,10,0.4,0.25,0.001,25,0.1,140,5000,1.5,2,2.5,0.5,51.5,48.6,0.1,900,0.5,0.5,26,0.7,97.7,0.025,0.5,900,2.5,10,4.2,7.5,0.05,0.3,0.1,250,0.25,0.1,0.25,0.5,0.2,25
602,505348,7390000,190,"FIN","N",55,7,11.4,0.25,0.001,610,8.1,1.5,5000,15,2,18,0.5,20.2,18.4,0.3,6000,6,0.5,691.9,7.2,9.28,0.07,0.5,14100,2.5,10,4.4,77,0.1,1.7,0.8,250,0.25,3.9,0.25,0.5,0.5,25
603,488405,7760000,180,"FIN","N",45,31,17.2,1.2,0.001,570,4.9,5.7,30000,33,9,130,0.5,33.6,15.2,0.6,32000,7,0.5,322.7,18,21.4,0.27,0.5,19700,12,10,4.7,33,0.05,12,2.3,600,0.25,5.2,0.25,0.5,1.7,75
604,532500,7780000,70,"NOR","FLAT",38,10,17.5,0.25,0.001,430,5.4,4,20000,30,7,88,0.5,19.9,12.1,0.6,33600,7,0.5,228,16,6.43,0.53,0.5,15200,14,10,4.7,28,0.05,14,2.6,250,0.7,5.6,0.25,0.5,3.2,25
605,402010,7720000,400,"NOR","FLAT",41,1,11.4,0.25,0.001,470,7.9,3.3,10000,17,5,54,0.5,21.3,14.6,0.5,16400,6,0.5,428,8.7,9.94,0.14,0.5,24000,9,10,4.6,25,0.05,6.8,1.3,700,0.25,2.6,1.1,0.5,0.9,25
606,746056,7520000,,,,,,4.3,2.1,0.001,340,6.8,3,20000,10,12,250,0.5,32,13.7,0.5,27900,6,0.5,229.3,4.2,7.98,0.23,0.5,23000,2.5,10,4.6,7.5,0.05,11,1.3,250,0.25,1.3,0.25,0.5,1.3,25
607,728750,7600000,170,"RUS","FLAT",50,20,7.7,0.25,0.001,370,2.9,0.25,30000,20,6,100,0.5,29.3,12.3,0.5,13900,5,0.5,183.3,10,8.51,0.15,0.5,25300,9,10,4.7,32,0.05,5.7,1.4,700,0.25,2.3,0.25,0.5,1,25
608,655175,7610000,100,"RUS","SW",61,32,9.6,0.25,0.001,290,0.1,5.4,5000,28,7,62,0.5,44.3,33.6,0.1,20200,3,0.5,127.5,16,41,0.29,0.5,10600,18,10,4.3,7.5,0.2,8.3,2.2,250,0.25,5.5,0.25,0.5,1.4,88
609,629082,7610000,150,"RUS","W",36,32,14.6,1.8,0.003,550,4.7,3,20000,38,10,84,0.5,46.5,25.4,1,39800,8,0.5,195.6,20,19.9,0.41,0.5,12200,17,10,4.4,30,0.05,15,2.8,250,0.25,4.6,0.25,0.5,2.6,25
610,602200,7710000,105,"NOR","W",42,20,6.6,0.25,0.006,400,4.8,7.2,5000,13,5,28,0.5,40,39.3,0.4,14000,6,0.5,130.9,6.2,39.5,0.14,0.5,18700,2.5,10,4.2,7.5,0.05,5.2,0.9,250,0.25,1.7,0.25,0.5,0.8,25
612,649606,7540000,180,"RUS","N",40,1,5.6,0.25,0.001,400,3.6,2.6,5000,8,4,84,1,41.5,22.3,0.1,10500,4,0.5,394.8,2.8,16.5,0.1,0.5,19000,2.5,10,4.3,7.5,0.05,3.6,0.6,250,0.25,1.4,0.25,0.5,0.5,25
613,607560,7750000,50,"NOR","FLAT",71,107,1.9,7.5,0.001,440,1.7,16,5000,1.5,2,2.5,0.5,35.7,29.9,0.1,3500,2,0.5,238.7,1.8,42.7,0.06,0.5,15800,2.5,10,4.3,66,0.05,1.3,0.3,250,0.25,0.6,0.25,0.5,0.4,83
616,418200,7630000,340,"NOR","FLAT",39,51,14.5,0.25,0.001,440,11.8,4.7,20000,9,12,190,0.5,28.3,30.8,0.5,29100,4,0.5,632.1,4.6,22.8,0.16,0.5,17800,2.5,10,4.4,39,0.05,12,1.2,250,0.25,1.8,0.9,0.5,1.1,120
617,529688,7710000,235,"FIN","W",45,20,24.8,0.25,0.001,460,8.3,7.6,10000,34,6,60,0.5,21.2,9.7,0.7,28000,5,0.5,360.8,18,9.57,0.32,0.5,14500,12,10,4.9,37,0.05,11,2.2,250,0.25,5.1,1,0.5,1.9,25
618,527339,7420000,,,,,,14.1,0.9,0.001,350,6.9,2.1,5000,9,2,36,0.5,27.8,21.8,0.1,7800,2,0.5,329.7,4.4,14.4,0.09,0.5,8700,2.5,10,4.4,28,0.2,2.2,0.5,250,0.25,2,0.7,0.5,0.4,25
619,598150,7760000,95,"NOR","SW",54,20,3.1,0.25,0.004,280,4.2,46,5000,14,7,29,0.5,67,41.3,0.3,7100,2,0.5,91.2,7.4,74.6,0.07,3,7200,8,10,4.6,26,0.3,2.9,1,250,0.25,1.3,0.25,0.5,0.4,71
620,489604,7690000,240,"FIN","N",45,31,28.8,0.25,0.012,570,9.4,2.5,10000,64,10,130,0.5,29.9,19.2,1,43600,11,0.5,304.5,34,9.68,0.43,0.5,14500,23,10,4.5,40,0.05,14,4.2,250,0.25,10,0.25,0.5,2.7,79
621,839243,7590000,190,"RUS","FLAT",60,20,6.8,0.25,0.001,440,4.1,2.7,5000,20,2,27,0.5,21.5,16.8,0.5,7600,4,0.5,215.2,10,10.9,0.08,0.5,24400,7,10,4.6,31,0.05,3.2,1,250,0.25,2.3,0.25,0.5,0.6,25
622,403440,7430000,165,"FIN","W",54,7,13,0.25,0.001,840,7.6,4.2,5000,19,1,18,0.5,46.6,37.5,0.4,8100,5,0.5,365.6,12,32.9,0.07,0.5,16100,2.5,10,4.1,46,0.4,2.2,1,250,0.25,4.8,0.25,0.5,0.5,25
623,586000,7570000,130,"RUS","S",45,31,2.3,1.7,0.001,260,3.8,10,30000,15,10,210,0.5,35.4,34.9,0.6,23100,6,0.5,116.9,6.1,32.1,0.24,0.5,16900,2.5,10,4.1,7.5,4.4,8.4,1.5,250,0.25,1.3,0.25,0.5,1.4,25
624,646901,7460000,280,"RUS","N",38,1,52.4,0.25,0.005,410,6.6,4.9,20000,21,4,63,0.5,43.5,29.2,0.5,12200,4,0.5,309.4,11,37.8,0.13,0.5,20100,9,10,4.3,7.5,0.2,5.6,1.4,250,0.25,4.5,0.25,0.5,0.5,25
625,532787,7610000,195,"FIN","N",42,31,32.4,0.25,0.001,590,5.6,5.8,5000,67,6,76,0.5,31.8,37,1,26800,6,0.5,271.4,34,28.9,0.37,0.5,7200,23,10,4.2,7.5,0.05,10,4.2,250,0.8,11,0.25,0.5,2.4,59
626,825331,7600000,180,"RUS","SW",48,20,19.5,0.25,0.001,420,4.9,1.5,10000,39,5,48,0.5,34.4,19.9,0.7,18600,5,0.5,193.4,23,12.8,0.17,0.5,23700,13,10,4.7,7.5,0.05,7.2,2.1,250,0.25,6.6,0.25,0.5,1,25
