"ID","XCOO","YCOO","ELEV","COUN","*ASP","AoMEAN","HUMNO","HUMTHI","GROUNDVEG","TREELAY","VEG_ZONE","LITO","Ag","Al","Al_AA","As","Au","B","Ba","Ba_AA","Be","Bi","Br","C","Ca","Ca_AA","Cd","Cd_AA","Cl","Co","Co_AA","Cond","Cr","Cr_AA","Cu","Cu_AA","F","Fe","Fe_AA","H","Hg","K","K_AA","La","LOI","Mg","Mg_AA","Mn","Mn_AA","Mo","N","Na","Na_AA","Ni","Ni_AA","NO3","P","P_AA","Pb","Pb_AA","Pd","pH","PO4","Pt","Rb","S","S_AA","Sb","Sc","Se","Si","Si_AA","SO4","Sr","Sr_AA","Th","Ti_AA","Tl","U","V","V_AA","Y","Zn","Zn_AA"
50,586800,7670000,75,"NOR","SW",1.5,8,1.5,"SHRUBS","PIBI","BOREAL_FOREST",20,0.487,1570,69.4,1.1,0.212,1.83,106,38.5,0.02,0.138,1,43.6,2730,1450,0.192,0.11,93.4,1.47,0.3,153.3,2.16,0.06,16.5,0.26,49.68,1670,11.9,5.8,0.231,900,637,1.7,89.6,670,376,188,96.3,0.341,1.4,60,43.6,18.3,1.58,0.5,954,167,17.9,3.8,0.61,3.7,477.84,0.15,4.51,1460,129,0.151,0.5,0.4,710,12,166.9,24.9,14.4,0.255,0.27,0.051,0.056,3.94,0.1,0.7,58.8,21.3
51,461916,7420000,180,"FIN","E",1.7,8,1.8,,,,7,0.165,1840,72.7,1.97,0.561,2.07,91.7,36.7,0.06,0.529,1,42.1,3500,2040,0.323,0.23,44.98,0.65,0.1,125.8,3.27,0.07,5.87,0.09,47.52,1540,5.7,5.8,0.258,900,583,2.3,81.4,570,315,291,172,0.345,1.2,30,17.2,4.11,0.33,3.32,832,136,44.8,12.6,0.05,3.7,409.14,0.15,6.82,1400,92.8,0.486,0.5,0.4,730,8,94.72,22.7,12.9,0.522,0.07,0.19,0.117,4.98,0.12,0.8,60.5,22.2
52,383148,7570000,330,"FIN","N",2.8,5,3.2,"SHRUBS","PIBI","BOREAL_FOREST",1,0.105,2190,98.7,1.03,0.201,1.4,88.1,31,0.06,0.233,1,45.4,2870,1510,0.383,0.29,40.96,0.99,0.25,141.9,1.62,0.05,4.7,0.09,46.46,1320,6.3,6.4,0.221,900,629,1.5,92.3,710,476,107,54,0.197,1.2,30,29.4,3.95,0.47,0.5,1000,139,25.7,6.3,0.05,4.4,343.9,3.09,6,1410,111,0.219,0.9,0.4,610,6,110.88,31.8,16.6,0.22,0.24,0.123,0.152,4.09,0.1,0.8,50.6,19.3
53,532337,7510000,280,"FIN","NE",5.5,6,1.7,,,,1,0.185,2720,152,2.04,0.371,1.32,53.8,16.8,0.06,0.258,1,44.6,2980,1650,0.623,0.48,69.82,1.87,0.55,129.7,3.28,0.09,6.04,0.14,56.02,2850,29.5,6.3,0.269,1000,704,1.1,93,720,487,40,17.6,0.244,1.5,30,30.7,6.48,0.8,3.62,867,74.1,26.5,7.6,0.23,3.7,225.8,1.07,8.51,1780,146,0.213,0.5,0.4,660,7,213,21.4,11.4,0.261,0.13,0.121,0.123,4.77,0.12,0.6,43.3,18.4
54,618500,7710000,50,"NOR","FLAT",4,5,3,"SHRUBS","PIBI","BOREAL_FOREST",20,0.223,1120,53.9,2.83,0.379,1.98,50.9,18.7,0.01,0.12,1,46,2890,1590,0.287,0.22,110.7,4.6,1.41,151.8,3.09,0.08,69.8,3.02,57.1,2060,14.3,6.3,0.253,900,733,1,94,850,589,66.5,36.9,0.321,1.1,70,57.2,128,24.4,0.5,775,175,11.7,3.5,3.23,3.7,419.82,0.8,5.52,1440,118,0.17,0.4,0.4,540,5,144.48,20.1,11,0.111,0.1,0.05,0.036,3.23,0.08,0.4,36.4,15.5
55,764321,7540000,260,"RUS","N",2,,,"SHRUBS","PINE","BOREAL_FOREST",,0.473,7160,532,3.53,1.88,2.35,144,38.4,0.5,0.328,1,42.9,2370,1080,0.601,0.42,68.72,8.64,1.24,104.6,5.88,0.13,121,5.8,45.8,4540,30.7,5.3,0.235,1300,844,26.6,82.5,580,206,208,96.2,1.6,1.4,140,33.1,194,13.6,7.68,1320,84.5,42.3,9.5,25.1,4.1,147.7,5.69,9.21,1480,135,0.159,0.7,1.24,780,15,165.94,267,131,1.95,0.65,0.124,0.606,8.47,0.2,6,70.2,25.5
56,701379,7640000,140,"RUS","SW",3,4,3,"LICHEN","PIBI","BOREAL_FOREST",22,1.08,644,19,0.709,1.55,0.95,159,55.5,0.01,0.083,1,48.5,2740,1490,0.259,0.19,69.94,1.16,0.2,156.5,0.98,0.01,10.8,0.17,33.18,680,3.6,6.5,0.203,800,677,0.35,97.6,720,503,70.4,30.9,0.26,1.2,70,59.1,15,1.1,4.24,748,162,10,2,1.07,3.5,388.94,0.59,5.26,1440,122,0.212,0.1,0.4,480,3,153.7,34.2,17.5,0.085,0.025,0.072,0.022,1.74,0.03,0.2,75.2,25.8
57,615100,7690000,110,"RUS","FLAT",3.5,,,"SHRUBS","PIBI","BOREAL_FOREST",,0.191,1120,48.9,4.99,0.931,1.79,42.4,14.3,0.01,0.214,1,45.7,2860,1560,0.431,0.37,62.76,5.93,1.61,149.9,4.71,0.12,118,4.94,50.88,2370,14.8,6.1,0.284,1100,841,1,92.6,700,430,364,221,0.407,1.4,30,25.3,170,30.5,0.5,914,176,16.8,4.8,6.99,3.7,474.1,1.82,5.97,1780,149,0.171,0.3,0.4,580,7,181.02,15.2,8.03,0.117,0.2,0.105,0.041,4.9,0.09,0.4,78,37.4
58,627200,7820000,180,"NOR","E",6,5,3,"EMPETRUM","BIRCH","DWARF_SHRUB_TUNDRA",9,0.157,1340,18.6,0.886,0.136,4.62,33.7,10.2,0.02,0.068,1,46.2,2880,1640,0.19,0.16,86.5,0.58,0.09,106.4,1.38,0.01,5.85,0.06,35.14,1090,3.1,6.6,0.275,1200,548,1,96.4,1510,1140,71.7,45.3,0.179,1.4,200,185,3.82,0.3,0.5,815,149,10.1,2.7,0.21,3.9,334.32,0.15,2.69,1810,86.3,0.148,0.4,0.4,700,3,66.82,44.1,23.8,0.238,0.025,0.038,0.101,2.79,0.02,0.5,44.9,18.4
61,440300,7840000,40,"NOR","E",10,5,3,"SHRUBS","BIRCH","FOREST_TUNDRA",10,0.038,765,16.2,0.515,0.168,5.71,63.2,18.2,0.01,0.066,1,44.6,6970,4330,0.305,0.24,1,0.82,0.15,104.6,1.36,0.02,8.73,0.06,0.5,1090,3,6.1,0.176,800,579,7.8,93.6,1510,1190,38.7,22.2,0.686,1.6,220,195,2.77,0.17,0.5,862,139,10.3,2.7,0.12,4.3,2,0.15,3.11,2070,76.1,0.165,0.3,0.4,490,3,1,52.4,27.9,0.353,0.025,0.088,0.546,2.44,0.02,3.1,54.7,22.5
62,793978,7660000,180,"RUS","FLAT",2,,,"SHRUBS","BIRCH","FOREST_TUNDRA",,0.073,1520,25.8,1.03,0.284,2.36,75.9,25.3,0.02,0.113,1,44.5,3460,1850,0.313,0.2,26.54,1.59,0.18,95.1,2.56,0.01,18.4,0.11,27.08,1400,2.1,5.8,0.186,600,480,3.3,88.7,1330,977,23.7,7.43,0.252,1.7,190,167,23,0.77,0.5,810,107,17.3,3.3,1.42,3.9,234.48,0.68,1.7,2110,89.9,0.141,0.4,0.4,690,8,84,58.7,30.8,0.582,0.025,0.041,0.113,5.29,0.04,0.6,72.5,24.7
63,612200,7550000,160,"RUS","FLAT",4,4,4,"SHRUBS","PIBI","BOREAL_FOREST",1,0.308,767,26.1,0.973,0.164,1.18,54,19.4,0.01,0.157,1,46.4,2370,1360,0.241,0.19,63.2,0.57,0.07,147.6,1.3,0.03,5.74,0.09,40.68,680,2.6,6.3,0.217,700,639,0.35,93.6,590,420,135,82.3,0.154,1.2,40,32.4,5.47,0.31,3.2,779,186,17.1,3.6,0.28,3.5,453.26,0.15,6.24,1370,107,0.266,0.1,0.4,480,4,96.62,30.4,16.8,0.096,0.06,0.115,0.034,2.11,0.05,0.2,48.1,18.2
64,553150,7750000,280,"NOR","FLAT",2,7,2,"EMPETRUM","BIRCH","DWARF_SHRUB_TUNDRA",51,0.046,867,39.1,0.659,0.2,1.52,60.9,22.1,0.01,0.086,1,42.6,3170,1730,0.281,0.24,43.72,0.91,0.18,119.6,1.11,0.01,8.06,0.06,51.22,1080,5.2,5.9,0.229,800,661,0.35,93.6,920,675,77.4,44.8,0.128,1.5,40,42.8,5.31,0.42,0.5,960,178,12.2,3,0.12,3.8,498.08,0.15,2.44,1890,117,0.147,0.3,0.4,490,4,118,26.6,16.2,0.108,0.1,0.039,0.047,2.77,0.04,0.5,63.8,26.6
65,565873,7640000,165,"FIN","N",2.2,5,2.4,,,,32,0.283,3000,114,1.2,0.349,2.15,146,50.4,0.07,0.146,1,43.7,2750,1550,0.202,0.14,34.54,1.31,0.27,104.5,2.95,0.03,8.95,0.09,33.88,2020,6.1,5.9,0.216,800,473,4.4,85.6,850,484,122,61.2,0.234,1.2,20,21,8.34,0.71,3.56,832,95.2,17.7,3.6,0.24,3.7,266.56,1.33,3.32,1400,92.3,0.131,1,0.4,700,5,87.26,36.6,20,0.852,0.19,0.081,0.086,4.44,0.06,1.4,44.5,16.7
66,694049,7400000,60,"RUS","FLAT",3,7,3,"LICHEN","PIBI","BOREAL_FOREST",1,0.723,3480,106,1.45,0.316,2.23,95.1,30.9,0.07,0.204,1,43,3720,2030,0.394,0.28,65.08,1.84,0.32,146.8,8.79,0.14,9.74,0.19,40.5,3960,22,5.8,0.254,1400,825,3.6,90,1000,331,200,112,0.692,1.3,60,25.2,10.8,0.62,7.2,1100,158,27.4,6.4,0.75,3.7,502.4,0.67,16.8,1370,120,0.164,1,0.4,710,9,142.66,25.6,12.9,0.608,0.34,0.173,0.237,10.6,0.11,1,56.3,21.1
67,684311,7620000,110,"RUS","FLAT",2,6,2,"LICHEN","PIBI","BOREAL_FOREST",22,0.258,1260,49.5,1.28,0.909,1.56,82.8,26.3,0.01,0.128,1,47.6,3700,1970,0.307,0.22,98.48,1.45,0.29,157.4,1.98,0.06,12.6,0.21,33.74,1230,5.4,5.9,0.289,700,568,1.3,92.7,690,426,113,52,0.152,1.1,110,92,20.1,1.66,6.02,711,130,17.7,3.3,1.16,3.5,346.08,0.95,3.82,1270,114,0.222,0.3,0.4,520,3,165.32,34.1,18.3,0.175,0.09,0.081,0.043,3.01,0.06,0.5,69.7,23.6
68,568222,7560000,450,"FIN","W",0.5,7,1,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",31,0.106,6370,414,2.49,0.579,0.99,46.5,21.1,0.06,0.227,1,18.2,460,231,0.538,0.46,21.66,1.28,0.22,69.1,9.43,0.09,11.7,0.15,27.54,7660,71.7,2.8,0.121,600,318,13.1,39.3,940,69,40.6,8.47,0.5,0.8,20,9.6,6.73,0.64,0.5,571,30.4,39.1,16.8,0.05,4,74.2,0.77,4.81,980,91.3,0.081,1.8,0.4,630,4,78.58,6.64,3.73,2.59,0.23,0.077,0.207,11.2,0.12,2.9,25.1,12.3
69,784063,7540000,510,"RUS","NE",2,,,"SHRUBS","SPARCEBI","FOREST_TUNDRA",,0.261,20600,2490,2.59,0.449,2.25,137,28.7,0.99,0.161,1,34,1140,299,0.388,0.23,38.96,2.65,0.38,57.3,6.7,0.13,31.6,1.07,29.16,5270,53.1,5,0.18,900,433,24.7,74.7,700,94,76,12.3,0.784,1.5,210,21.6,36.4,3.17,10.14,1420,57.5,21,2.7,3.16,4.5,10.7,3.43,8.67,1740,142,0.063,0.7,1.01,750,56,96.54,127,32.3,3.77,1.59,0.062,1.2,9.51,0.1,5.2,46.8,13.2
70,573370,7460000,220,"FIN","FLAT",2,5,2,"BLUEBERRY","PINE","BOREAL_FOREST",1,0.192,1300,76.6,0.907,0.576,1.67,79.6,29.5,0.03,0.208,1,44.4,2780,1620,0.296,0.26,76.2,1.04,0.22,163.7,2.41,0.05,6.44,0.15,81.58,1130,7.4,6.3,0.185,1000,771,1.4,92.6,540,345,246,148,0.269,1.3,30,18.8,5.67,0.47,5.62,939,198,36.5,10.1,0.34,3.7,656.88,1.11,8.87,1430,136,0.319,0.3,0.4,690,6,185.46,20.9,11.8,0.232,0.12,0.169,0.081,4.14,0.09,0.4,62,26
72,666137,7730000,20,"RUS","NW",6,2,6,"SHRUBS","BIRCH","FOREST_TUNDRA",21,0.075,994,28.8,2.13,0.369,3.36,37.3,10.1,0.06,0.091,1,49.3,2770,1490,0.328,0.21,65.9,5.79,1.47,115.9,3.38,0.05,54.1,0.97,37.92,1700,6.2,6.5,0.159,700,574,0.8,98.8,2050,1630,28.2,13,0.246,1.1,180,150,128,16.6,0.5,735,103,12,2.8,1.13,3.9,307.54,0.84,2.09,1950,99.9,0.209,0.3,0.84,450,4,176.72,52,25.9,0.185,0.025,0.071,0.08,3.31,0.06,0.3,26.5,9.93
73,717990,7610000,240,"RUS","SW",4,5,4,"SHRUBS","SPRBI","BOREAL_FOREST",20,0.321,800,31,1.16,1.13,2.02,60.7,21.5,0.02,0.138,1,45.7,2610,1620,0.271,0.22,167.64,4.1,0.6,158.1,1.84,0.04,51.6,1.51,42.66,920,3.4,6.4,0.236,1000,906,0.8,95.8,570,416,179,112,0.247,1.4,40,34.4,90.8,5.97,9.02,898,214,16.5,4.4,11.8,3.7,681.66,2.48,7.04,1580,133,0.199,0.1,0.4,670,15,153,25.6,14.9,0.092,0.08,0.088,0.035,3.96,0.07,0.2,41.4,18.5
76,482866,7830000,140,"NOR","FLAT",10,5,3,"SHRUBS","BIRCH","FOREST_TUNDRA",10,0.047,919,21.7,0.657,1.37,3.97,95.9,28.3,0.08,0.09,1,44,4840,2950,0.355,0.26,75.44,1.06,0.19,101.1,1.2,0.01,8.73,0.03,43.1,660,2.1,6.4,0.125,800,684,6.8,95.6,1940,1580,18.8,8.5,1.08,1.7,240,217,5.41,0.2,0.5,990,156,15.3,4.2,0.25,4.3,561.62,0.55,2.54,2210,75.9,0.181,0.1,0.4,520,6,102.32,77.7,42.4,0.134,0.025,0.062,0.341,1.9,0.01,3.4,31.4,11.2
77,475510,7700000,350,"FIN","NE",0.8,12,0.8,"SHRUBS","BIRCH","DWARF_SHRUB_TUNDRA",31,0.096,5370,459,0.853,0.222,1.61,106,35.7,0.15,0.151,1,31.6,2550,1260,0.408,0.32,40.06,2.46,0.72,78.6,8.84,0.13,6.3,0.12,40.16,4830,48.7,4.5,0.214,900,483,7.5,73.6,820,306,104,47.7,0.097,1.1,60,23,7.2,1.01,5.72,886,52.2,23.3,6.3,0.11,4.1,101.78,1.56,5.46,1270,104,0.016,1.7,0.4,740,5,111.32,31.3,14.3,1.45,0.64,0.08,0.22,17.3,0.09,3.3,38.9,18.8
78,745647,7560000,170,"RUS","FLAT",1,12,1,"SHRUBS","PINE","BOREAL_FOREST",20,2.73,4170,359,15.9,37.3,2.04,143,8.5,0.09,1.12,1,41.7,1230,350,0.815,0.4,15.24,96,4.38,83.9,34.5,0.66,2880,476,11.5,11700,645,5,0.502,600,319,5.8,82.4,760,58.3,54.7,5.33,5.45,1.3,100,20.1,2880,141,0.5,865,71.2,53.5,11.3,656,3.7,22.32,218,4.03,1610,161,0.607,1.1,5.3,650,12,176.06,19.7,5.44,0.482,0.37,0.297,0.209,24.7,0.84,1.9,37.9,5.83
79,595850,7750000,90,"NOR","FLAT",4,5,2.5,"SHRUBS","SPARCEBI","DWARF_SHRUB_TUNDRA",20,0.068,2850,184,1.24,0.18,2.91,55.4,18.4,0.07,0.108,1,38.6,3010,1630,0.209,0.16,36.04,1.25,0.27,85.5,2.31,0.05,12.5,0.34,36.82,2990,20.8,5.3,0.25,900,601,3.7,80.2,820,538,111,65.7,0.166,1.2,90,63.2,11,1.17,0.5,784,66,12.8,3.4,1.88,4,223.42,1.9,5.02,1520,92.2,0.077,0.6,0.4,550,3,86.1,30.9,16,0.609,0.25,0.067,0.196,6.82,0.08,1.1,50.4,25.4
80,587100,7620000,250,"RUS","E",3,5,3,,,,31,0.111,924,25.6,1.07,0.131,2.25,111,40.8,0.01,0.13,1,47.9,3790,2380,0.34,0.27,112.46,1.13,0.23,129.5,1.44,0.02,9.04,0.13,40.76,1000,3.5,6.3,0.222,1000,765,0.7,94.8,770,555,136,84.8,0.271,1.2,40,31.1,9.26,0.73,4.14,769,155,18.4,4.5,1.36,3.7,537.52,0.65,2.54,1340,109,0.21,0.2,0.4,570,6,132.7,39.4,21.9,0.133,0.025,0.07,0.035,2.3,0.03,0.3,40,15.8
81,414535,7420000,195,"FIN","W",2.5,5,2.5,"SHRUBS","PINE","BOREAL_FOREST",7,0.184,1020,31.8,2.45,0.346,0.4,132,49.1,0.04,0.365,1,38.9,2330,1370,0.414,0.26,17.98,0.3,0.05,121.6,1.34,0.01,5.89,0.07,34.36,730,1.9,4.8,0.153,500,414,1,77.8,240,145,44.7,22.2,0.231,1,50,31.2,2.3,0.09,4.98,492,80.6,40.2,9.5,0.6,3.3,240.68,0.73,3.43,1070,78.4,0.362,0.2,0.4,520,4,89.1,43.2,23.1,0.142,0.025,0.092,0.043,3.17,0.06,0.3,67.9,23.5
82,740646,7680000,80,"RUS","NE",2,,,"SHRUBS","BIRCH","BOREAL_FOREST",,0.188,1820,91.7,1.11,0.376,2.87,70.2,21.2,0.07,0.108,1,49,3420,1880,0.263,0.18,69.84,2.03,0.38,134.7,2.74,0.04,16.1,0.22,37.74,1860,7.3,6.4,0.201,1100,804,6.2,95.2,1280,923,46.9,19.5,0.351,1.2,160,132,25.4,1.78,0.5,991,164,15.6,3.9,1.79,3.8,472.78,1.26,4.03,1830,110,0.232,0.5,0.4,540,5,164.42,83,43.4,0.262,0.07,0.074,0.115,8.2,0.12,1.2,40.1,16.8
83,470112,7630000,230,"FIN","NW",4,5,4,"SHRUBS","PINE","BOREAL_FOREST",32,0.209,3010,146,0.934,0.28,1.63,172,63.2,0.23,0.129,1,45,2940,1730,0.291,0.19,45.08,2.86,0.66,119.9,2.38,0.01,7.61,0.06,48.4,1920,6.5,6,0.18,700,537,4.2,89.7,620,359,39.6,14.1,0.142,1.3,30,20.2,7.07,0.54,4.72,860,89.2,17.4,3.5,0.32,3.6,339.4,1.56,5.37,1330,103,0.117,0.8,0.4,620,3,128.66,56.4,31.9,0.49,0.17,0.083,0.077,5.13,0.07,1.7,56.3,20.2
84,618100,7460000,230,"RUS","FLAT",2,,,"MOSS","BISPR","BOREAL_FOREST",,0.576,5440,408,1.39,0.238,1.53,81,27.3,0.16,0.225,1,38.6,1380,666,0.239,0.18,96.42,1.61,0.4,107.3,4.01,0.12,7.3,0.19,45.46,2630,36.4,5.4,0.231,1100,655,3.2,81.2,510,266,152,90.1,0.313,1.5,50,26.1,8.8,0.91,15.92,1560,85.6,33.6,8.6,0.51,3.9,204.2,1.39,10.6,1600,139,0.182,0.5,0.4,760,13,151.08,19.7,9.21,0.54,0.53,0.124,0.125,5.76,0.13,0.8,27.8,12.5
85,594062,7390000,280,"FIN","N",1.5,7,1,"SHRUBS","PIBI","BOREAL_FOREST",52,0.191,1310,49,1.43,0.391,1.29,75.1,30.8,0.03,0.289,1,38,2580,1560,0.28,0.23,60.38,0.45,0.08,131.9,2.96,0.05,4.86,0.11,48.82,1280,4.8,5.1,0.213,800,532,2.4,80.9,310,177,172,110,0.215,1.1,40,26.3,3.13,0.17,0.5,710,158,33.6,9.7,0.39,3.6,476,0.96,5.94,1180,102,0.277,0.3,0.4,490,5,120.74,14.2,7.76,2.05,0.08,0.127,0.115,4.14,0.07,0.7,47.7,19.8
86,743131,7550000,200,"RUS","FLAT",3,5,3,,"SPARCEBI",,20,1.67,9090,1180,20.1,15.5,2.87,20.8,1.77,0.07,0.49,1,42.2,600,223,0.93,0.63,38.3,45.1,7.73,180.4,20,1.18,4080,1160,22.84,7170,404,6,0.289,300,173,4.3,89.3,360,85,14.8,3.78,2.34,1,50,23.5,1630,271,15.56,1810,52.8,33.8,11.4,367,3.5,2,129,1.6,2920,453,0.962,2.1,5.87,570,19,1107.46,6.09,2.25,0.504,0.93,0.068,0.227,21.6,1.49,1.5,18.9,6.32
87,765246,7700000,80,"RUS","FLAT",29,5,29,"SHRUBS","BIRCH","FOREST_TUNDRA",4,0.132,2650,122,1.44,0.511,1.94,83.1,26.7,0.08,0.127,1,43.8,3350,1830,0.292,0.23,164.68,3.01,0.63,129.6,6.56,0.15,20.2,0.64,38.76,4030,18.7,5.8,0.179,900,681,7,87,1120,598,82.6,35.6,0.271,1,150,88.9,31.2,2.77,4.64,869,114,20,5,2.41,3.8,358.12,2.12,4.68,1470,115,0.171,0.7,0.4,610,8,194.76,63.6,35.2,0.733,0.26,0.092,0.111,14.6,0.24,1.8,49.3,20.5
88,752213,7650000,230,"RUS","S",2,8,1,"SHRUBS","PINE","BOREAL_FOREST",21,0.053,975,54.3,1.15,0.375,4.17,29.2,7.93,0.02,0.115,1,49.1,2910,1630,0.407,0.34,98.48,1.65,0.32,115.9,1.4,0.03,11.5,0.2,40.18,1130,6,6.6,0.154,1000,804,2,97.3,1530,1210,35.4,15.4,0.246,1.1,240,207,13.1,1.04,0.5,647,115,14.4,3.5,0.77,3.9,381.7,0.33,1.87,1560,101,0.254,0.2,0.4,300,3,141.2,43.7,23.5,0.112,0.025,0.069,0.055,5.91,0.09,0.5,31,12.4
91,723588,7390000,40,"RUS","NE",4,6,4,"SHRUBS","PINE","BOREAL_FOREST",1,0.185,1620,83.7,0.934,0.025,2.05,114,40.4,0.04,0.179,1,47.5,3400,2090,0.322,0.26,109.76,1.53,0.36,177.9,1.88,0.05,10.8,0.31,53.62,1400,8.7,6.4,0.198,1600,1170,2.2,94.8,710,486,289,184,0.287,1.3,30,19.9,13.3,0.79,7.4,1090,220,22.9,6.3,1.04,3.8,772.94,1.33,14.1,1470,144,0.347,0.4,0.4,570,9,178.08,29.1,16.6,0.149,0.1,0.264,0.072,3.42,0.07,0.5,51.8,20.9
92,405139,7420000,185,"FIN","E",2,5,2,"SHRUBS","SPRPI","BOREAL_FOREST",7,0.207,1800,107,1.46,0.073,1.3,83.4,42.2,0.04,0.344,1,28.5,1550,1020,0.319,0.3,28.74,0.76,0.11,113.7,7.31,0.04,4.96,0.15,42.04,3570,10.1,4.1,0.235,600,531,8.3,70.3,360,177,108,78.8,0.233,0.8,40,18.4,2.99,0.28,4.02,678,113,31.9,11.8,0.21,3.5,330.28,1.03,6.73,939,99.8,0.161,0.5,0.4,740,13,116.6,14.9,9.71,3.77,0.32,0.179,0.179,10.2,0.11,1,43.1,23.3
93,575650,7770000,75,"NOR","SE",4.5,6,3,"EMPETRUM","BIRCH","FOREST_TUNDRA",20,0.06,1240,60.5,0.641,0.078,3.69,47.5,14.7,0.02,0.086,1,44.1,3330,1820,0.213,0.16,85.28,0.91,0.18,141.9,2.78,0.08,7.65,0.15,54.8,1920,20.1,6.1,0.311,1200,823,1.1,84.2,1100,731,173,99.1,0.189,1.2,130,95.8,6.11,0.7,0.5,1010,217,9.96,2.5,0.2,3.9,573.26,0.15,5.83,1590,127,0.114,0.5,0.4,450,6,145.88,22.6,11.5,0.296,0.23,0.057,0.076,4.65,0.1,0.6,35.3,15.9
94,660935,7480000,260,"RUS","FLAT",3,9,3,"SHRUBS","BIRCH","BOREAL_FOREST",1,0.532,5560,460,1.35,0.025,1.54,56.8,16.1,0.16,0.147,1,38.1,1630,768,0.185,0.09,83.68,2.06,0.44,112.2,4.96,0.18,12.3,0.19,47.38,4660,106,5.1,0.293,900,593,3,84.4,520,249,70.5,33.1,0.222,1.4,40,25.3,11.5,0.98,9.44,1780,75.1,18.5,3.7,0.58,4,197.84,1.66,6.88,1470,120,0.123,1.4,0.4,750,10,151.98,16.6,7.74,0.354,0.63,0.066,0.257,6.03,0.14,1.3,30.3,10.6
95,600000,7580000,360,"RUS","E",2,8,2,"SHRUBS","BIRCH","FOREST_TUNDRA",31,0.166,5260,403,2.16,0.209,1.59,94.8,24.5,0.08,0.351,1,44.5,1720,832,0.488,0.33,85.16,1.79,0.34,89.9,4.13,0.09,17.3,0.29,36.12,2680,9.8,5.8,0.232,1100,666,4,88,570,187,329,177,0.434,1.6,30,20.9,15.2,1.22,8.04,932,53.9,47.7,9.5,0.73,3.9,104.78,1.38,6.8,1770,143,0.313,0.7,0.4,690,7,155.8,16.5,7.55,0.838,0.11,0.194,0.097,7.19,0.11,1.3,59.1,19.8
96,776025,7550000,260,"RUS","S",5,5,5,"SHRUBS","PINE","BOREAL_FOREST",20,0.472,2190,96.3,1.58,6.13,2.02,72.8,23.5,0.08,0.223,1,45.4,2400,1240,0.31,0.21,147.98,7.11,0.86,170.2,4.26,0.09,72,3.51,47.06,3400,13.5,6.1,0.31,1500,1160,5.2,90.6,690,377,352,211,0.587,1.2,70,34.2,156,9.46,6.34,1270,262,18.9,4.6,23.8,3.7,835.86,6.14,10.7,1410,151,0.248,0.6,0.4,700,11,177.46,75.3,40,0.35,0.25,0.123,0.159,5.7,0.11,1.3,58.3,22.8
97,747622,7660000,140,"RUS","SW",2,6,2,"SHRUBS","BIRCH","BOREAL_FOREST",21,0.179,5620,505,1.15,0.4,3.01,94.8,26.3,0.19,0.13,1,36.2,4080,2340,0.415,0.32,97.98,6.61,2.09,89.3,15.9,0.61,30.6,0.87,58.56,7790,142,4.7,0.251,1000,546,23.2,69.3,1270,469,65.9,10.8,0.589,1,180,78.1,39,4.66,6.74,1460,67.4,22.9,6.3,2.43,4.3,90.46,2.96,4.31,1370,89.3,0.159,2,0.4,650,12,193.12,107,62.4,1.27,0.84,0.104,0.345,33.3,1.05,4.6,45.4,19.2
99,494003,7710000,350,"FIN","NE",2.1,6,2,"SHRUBS","BIRCH","DWARF_SHRUB_TUNDRA",31,0.189,5380,428,1.07,0.23,1.97,95.7,25.9,0.11,0.106,1,40.1,3500,1950,0.419,0.31,137.16,1.94,0.49,95.6,3.1,0.07,6.34,0.07,43.94,4160,60.2,5.6,0.25,700,445,4.6,87.1,710,436,20.3,8.49,0.238,1.8,50,46,6.13,0.68,4.16,1370,47.9,16,4.3,0.11,4,103.28,1.94,2.65,1960,110,0.126,1.5,0.4,670,6,99.34,46.6,23,0.425,0.25,0.035,0.106,4.39,0.1,2.2,39.6,17.1
100,824459,7670000,140,"RUS",-9999,4,5,4,"SHRUBS","SPARCEBI","FOREST_TUNDRA",4,0.055,1070,40,0.826,0.5,3.88,52.3,12.7,0.02,0.077,1,47.4,2910,1640,0.241,0.16,69.88,0.76,0.1,99.6,1.15,0.01,8.54,0.07,31.18,870,2.9,6.4,0.261,800,608,0.8,95.9,1390,1080,37,16.3,0.196,1.3,200,177,8.4,0.45,0.5,742,91.9,11.4,2.7,0.31,3.9,332.66,0.54,1.78,1870,102,0.165,0.3,0.4,520,3,121.98,42.1,22.8,0.145,0.025,0.042,0.059,2.17,0.04,0.3,24.7,8.56
101,743511,7540000,260,"RUS","FLAT",0.5,,,"EMPETRUM","BIRCH","FOREST_TUNDRA",,1.12,4180,112,12.7,13.3,1.88,94.4,15.4,0.04,0.525,1,38.8,2020,463,1.39,1.02,6.94,53.9,8.59,87.4,17.4,0.22,1420,153,12.56,5950,19.1,5,0.331,300,153,1.8,79.8,500,58.5,52.1,3.05,2.98,1.3,100,11.1,2180,344,0.5,518,38.4,21.6,4.2,284,3.5,45.9,108,1.89,1630,96.4,0.318,1,2.58,690,6,96.6,21.2,8.19,0.322,0.18,0.071,0.103,17,0.25,1.2,31.1,10.2
